KOI Name,NExScI Disposition,Kepler Name,Period,Transit Depth,Teq,KOI count,Planet Radius,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass
K02646.01,FALSE POSITIVE,,0.532086296,495.8,1790.0,1,16.99,5271.0,4.636,-0.4,0.698,0.773
K03948.01,FALSE POSITIVE,,0.9093106259999999,12126.6,2130.0,1,48.79,6370.0,4.41,-0.1,1.1059999999999999,1.148
K06654.01,FALSE POSITIVE,,0.957476003,450.7,2138.0,1,2.47,6312.0,4.338,-0.34,1.122,0.998
K00200.01,CONFIRMED,Kepler-74 b,7.340714946,8510.5,1155.0,1,14.31,6056.0,4.191,0.36,1.4980000000000002,1.268
K02100.01,CONFIRMED,Kepler-1095 b,4.27103727,180.4,1108.0,1,1.22,5984.0,4.521,-0.2,0.9059999999999999,0.993
K01013.01,FALSE POSITIVE,,0.51872711,714.1,1965.0,1,19.07,5572.0,4.5969999999999995,-0.36,0.762,0.853
K01684.01,FALSE POSITIVE,,62.81584402,1688.4,582.0,1,57.62,6340.0,4.23,0.48,1.492,1.379
K06655.01,FALSE POSITIVE,,1.559360638,280066.0,2234.0,1,94.2,7002.0,4.1930000000000005,-0.4,1.4880000000000002,1.261
K06656.01,FALSE POSITIVE,,0.57627248,,,1,,,,,,
K01685.01,CANDIDATE,,70.468171,922.4,511.0,1,3.46,6461.0,4.396,-0.14,1.131,1.162
K08115.01,FALSE POSITIVE,,354.7897,81.0,134.0,1,0.47,3778.0,4.742,0.0,0.515,0.5329999999999999
K00051.01,FALSE POSITIVE,,10.431146765,29375.6,833.0,1,50.44,5780.0,4.438,0.0,1.0,1.0
K03972.01,FALSE POSITIVE,,0.54028956,293.5,2279.0,1,21.45,5997.0,4.4830000000000005,0.07,0.993,1.093
K06657.01,FALSE POSITIVE,,1.6037058000000002,32.8,2492.0,1,1.54,6400.0,3.877,0.56,2.512,1.732
K01799.01,FALSE POSITIVE,,1.731079436,11974.0,1541.0,1,56.05,6045.0,4.494,-0.12,0.955,1.038
K03500.01,CANDIDATE,,73.7502765,233.1,677.0,2,3.78,6056.0,3.7969999999999997,0.14,2.481,1.4080000000000001
K03500.02,CANDIDATE,,4.7482669,35.6,1690.0,2,1.57,6056.0,3.7969999999999997,0.14,2.481,1.4080000000000001
K03616.01,FALSE POSITIVE,,0.56493412,252639.0,1458.0,1,33.4,4748.0,4.729,-1.26,0.534,0.556
K05233.01,FALSE POSITIVE,,0.56493398,2067.0,2206.0,1,30.51,5808.0,4.402,-0.72,0.898,0.743
K01059.01,CONFIRMED,Kepler-757 b,1.0226786540000001,129.2,1734.0,1,1.14,5366.0,4.363,0.16,1.02,0.875
K06658.01,FALSE POSITIVE,,2.313367981,13437.5,1180.0,1,33.55,5508.0,4.598,-0.3,0.764,0.855
K00846.01,CONFIRMED,Kepler-699 b,27.807566215999998,25391.1,554.0,1,13.84,5862.0,4.584,-0.52,0.785,0.865
K02001.01,CANDIDATE,,8.27745764,197.2,1088.0,1,2.46,5129.0,3.884,-0.16,1.781,0.887
K00658.01,CONFIRMED,Kepler-203 b,3.162692075,503.7,1308.0,3,2.61,5821.0,4.355,-0.02,1.085,0.972
K00658.02,CONFIRMED,Kepler-203 c,5.370639542,491.3,1096.0,3,2.54,5821.0,4.355,-0.02,1.085,0.972
K00658.03,CONFIRMED,Kepler-203 d,11.32977062,162.4,855.0,3,1.37,5821.0,4.355,-0.02,1.085,0.972
K02315.01,CANDIDATE,,22.133422399999997,654.6,507.0,1,1.76,5165.0,4.633,-0.32,0.7020000000000001,0.782
K00305.01,CONFIRMED,Kepler-99 b,4.6035752930000005,440.4,810.0,1,1.51,4783.0,4.602,0.18,0.741,0.805
K06659.01,FALSE POSITIVE,,76.01811375,80671.0,652.0,1,63.58,6703.0,4.018,-0.26,1.892,1.365
K03649.01,FALSE POSITIVE,,1.303858554,126636.0,2080.0,1,73.29,6282.0,4.207,-0.24,1.3430000000000002,1.057
K01045.01,FALSE POSITIVE,,1.303861044,598.2,1610.0,1,27.85,5758.0,4.475,-0.24,0.902,0.887
K01057.01,FALSE POSITIVE,,1.303859704,36.7,2393.0,1,0.98,6802.0,4.103,-0.68,1.521,1.069
K05236.01,FALSE POSITIVE,,550.86514,346.5,238.0,1,2.06,5912.0,4.367,0.1,1.115,1.056
K07761.01,FALSE POSITIVE,,495.71095,443.1,330.0,1,4.41,6054.0,3.911,-0.22,1.953,1.135
K04632.01,CANDIDATE,,40.0691482,784.1,458.0,1,13.25,5485.0,4.575,-0.38,0.762,0.7959999999999999
K00306.01,CONFIRMED,Kepler-519 b,24.30784323,677.1,532.0,1,2.14,5313.0,4.571000000000001,0.12,0.82,0.9129999999999999
K03070.01,FALSE POSITIVE,,5.07538255,163.1,1154.0,1,1.74,5933.0,4.334,-0.1,1.1179999999999999,0.983
K06662.01,FALSE POSITIVE,,0.643171495,41160.0,2193.0,1,54.03,5899.0,4.387,-0.38,0.9890000000000001,0.8690000000000001
K03004.01,CONFIRMED,Kepler-1407 b,20.0708757,405.7,826.0,2,3.2,5902.0,4.128,0.16,1.5130000000000001,1.12
K03004.02,CANDIDATE,,7.03965141,268.7,1171.0,2,2.72,5902.0,4.128,0.16,1.5130000000000001,1.12
K08116.01,FALSE POSITIVE,,235.544698,299.3,316.0,1,2.13,5533.0,4.244,0.38,1.255,1.0090000000000001
K02098.01,CONFIRMED,Kepler-1093 b,25.0823402,244.6,776.0,2,2.26,6429.0,4.2410000000000005,-0.46,1.262,1.011
K02098.02,CONFIRMED,Kepler-1093 c,89.7224125,263.7,508.0,2,2.21,6429.0,4.2410000000000005,-0.46,1.262,1.011
K07762.01,CANDIDATE,,8.507351199999999,209.5,891.0,1,1.38,5914.0,4.4830000000000005,-0.06,0.955,1.011
K04087.01,CONFIRMED,Kepler-440 b,101.11070140000001,878.1,229.0,1,1.61,4133.0,4.705,-0.3,0.561,0.578
K06663.01,FALSE POSITIVE,,14.086776960999998,106837.0,1197.0,1,65.6,7138.0,4.062,-0.12,1.89,1.5
K06664.01,FALSE POSITIVE,,14.763914499999998,162.5,632.0,1,0.93,5541.0,4.613,-0.46,0.733,0.82
K07763.01,FALSE POSITIVE,,406.45737,284.2,278.0,1,1.96,6217.0,4.364,-0.02,1.141,1.095
K08117.01,FALSE POSITIVE,,0.933745798,613.8,2097.0,1,3.45,6367.0,4.419,-0.14,1.087,1.131
K03134.01,FALSE POSITIVE,,0.865759153,191.6,2100.0,1,1.53,6249.0,4.428,-0.04,1.0759999999999998,1.13
K06019.01,FALSE POSITIVE,,19.741616041,88821.5,902.0,1,82.98,6535.0,4.183,0.0,1.5290000000000001,1.301
K03458.01,CONFIRMED,Kepler-1506 b,14.0328775,210.9,783.0,1,1.45,6063.0,4.47,-0.02,1.001,1.079
K02343.01,FALSE POSITIVE,,29.0726293,439.6,614.0,1,2.32,5799.0,4.37,-0.12,1.042,0.9279999999999999
K08118.01,FALSE POSITIVE,,260.02265,2060.7,217.0,1,3.13,5250.0,4.684,-1.02,0.608,0.65
K07764.01,CANDIDATE,,227.83457,155.3,449.0,1,2.83,6004.0,3.8139999999999996,-0.36,2.193,1.143
K02627.01,CONFIRMED,Kepler-1296 b,8.38395796,108.5,1285.0,1,3.24,5405.0,3.741,0.08,2.605,1.365
K01058.01,CANDIDATE,,5.670155713,536.7,341.0,1,5.85,3337.0,5.126,-0.46,0.183,0.16399999999999998
K00659.01,CONFIRMED,Kepler-637 b,23.20579353,342.5,1002.0,1,5.86,5460.0,3.6260000000000003,0.42,3.2310000000000003,1.609
K04553.01,FALSE POSITIVE,,0.9093148109999999,40.5,2503.0,1,0.99,6508.0,4.163,-0.3,1.4469999999999998,1.111
K06020.01,FALSE POSITIVE,,5.455766382999999,104538.0,795.0,1,28.2,5067.0,4.625,-0.32,0.6940000000000001,0.742
K06665.01,FALSE POSITIVE,,1.8726209759999999,1530.6,1550.0,1,31.43,6031.0,4.427,-0.2,1.004,0.983
K06666.01,CANDIDATE,,1.118510435,72.7,1684.0,1,0.75,5918.0,4.544,-0.26,0.865,0.956
K02886.01,CONFIRMED,Kepler-1379 b,0.88184263,249.9,1564.0,1,1.24,5268.0,4.593999999999999,-0.06,0.7759999999999999,0.871
K04131.01,FALSE POSITIVE,,0.936751792,26.4,3814.0,2,2.07,7843.0,3.8289999999999997,0.07,2.909,2.081
K03307.01,CANDIDATE,,10.5071781,271.8,737.0,1,1.41,5290.0,4.46,-0.1,0.865,0.7879999999999999
K01051.01,CANDIDATE,,6.79685353,393.1,985.0,1,2.01,6061.0,4.486000000000001,-0.1,0.97,1.05
K06667.01,FALSE POSITIVE,,17.527826808,347519.0,554.0,1,49.36,5079.0,4.579,-0.24,0.732,0.741
K03932.01,FALSE POSITIVE,,356.535835,3113.0,220.0,1,28.27,5385.0,4.532,-0.58,0.75,0.698
K03605.01,FALSE POSITIVE,,178.26802035,45753.9,256.0,1,34.07,5126.0,4.578,-0.54,0.696,0.6679999999999999
K05241.01,FALSE POSITIVE,,273.6857427,15350.5,367.0,1,37.15,6033.0,4.071000000000001,0.1,1.65,1.17
K04123.01,CANDIDATE,,44.6226725,131.9,613.0,1,1.73,6198.0,4.252,-0.3,1.239,0.998
K02336.01,FALSE POSITIVE,,5.33459393,226.3,627.0,1,0.79,4275.0,4.704,-0.76,0.5329999999999999,0.525
K04602.01,CANDIDATE,,2.85855049,85.4,1212.0,1,1.23,5441.0,4.415,0.08,0.9640000000000001,0.8809999999999999
K05243.01,FALSE POSITIVE,,17.745456135,80258.0,1106.0,1,116.14,6337.0,3.826,-0.42,2.2159999999999997,1.2
K06021.01,FALSE POSITIVE,,22.44620704,1626.8,894.0,1,58.2,6070.0,3.969,-0.26,1.777,1.074
K06668.01,FALSE POSITIVE,,27.467217305,71766.5,527.0,1,38.87,5503.0,4.5360000000000005,-0.74,0.742,0.69
K01062.01,FALSE POSITIVE,,15.45158184,85.3,1285.0,1,2.02,7839.0,4.08,0.21,2.069,1.8780000000000001
K06669.01,FALSE POSITIVE,,25.836831271999998,145045.0,587.0,1,50.72,5691.0,4.477,-0.2,0.897,0.8809999999999999
K07766.01,FALSE POSITIVE,,3.06026014,59.9,1284.0,1,0.83,5878.0,4.426,-0.04,1.01,0.993
K03812.01,FALSE POSITIVE,,1.78526527,1733.1,1815.0,1,41.19,6505.0,4.342,-0.06,1.228,1.2109999999999999
K02469.01,CANDIDATE,,131.187921,915.9,284.0,1,2.34,4898.0,4.518,0.14,0.8029999999999999,0.774
K06022.01,FALSE POSITIVE,,2.765621941,8342.2,1134.0,1,34.42,5423.0,4.542,-0.06,0.828,0.872
K06670.01,FALSE POSITIVE,,0.94895231,57.7,3464.0,1,2.51,6661.0,3.6660000000000004,-0.18,3.0669999999999997,1.589
K00216.01,CONFIRMED,Kepler-118 c,20.172024672,5368.1,564.0,2,6.24,5064.0,4.474,0.18,0.8640000000000001,0.8109999999999999
K00216.02,CONFIRMED,Kepler-118 b,7.51854537,286.7,784.0,2,1.42,5064.0,4.474,0.18,0.8640000000000001,0.8109999999999999
K03179.01,CANDIDATE,,5.99078221,69.9,987.0,1,1.03,5721.0,4.442,0.0,0.972,0.9540000000000001
K01794.01,FALSE POSITIVE,,3.3644255889999997,4843.0,1106.0,1,56.83,5813.0,4.5889999999999995,-0.52,0.775,0.855
K06023.01,FALSE POSITIVE,,3.6649643739999997,90827.0,1184.0,1,30.98,5726.0,4.4030000000000005,-0.14,0.987,0.899
K08261.01,FALSE POSITIVE,,85.9770426,1064.0,202.0,1,1.46,3710.0,4.797,-0.2,0.452,0.467
K03591.01,FALSE POSITIVE,,6.3991013070000005,83326.0,1042.0,1,51.77,6233.0,4.4719999999999995,-0.24,0.988,1.054
K03512.01,FALSE POSITIVE,,6.3991071360000005,376769.0,1031.0,1,59.15,6133.0,4.435,-0.64,0.935,0.868
K02542.01,CANDIDATE,,0.727331746,357.4,849.0,1,0.67,3460.0,4.92,0.07,0.35600000000000004,0.385
K05245.01,CONFIRMED,Kepler-1627 b,7.20281185,1832.6,794.0,1,3.06,5388.0,4.56,-0.7,0.7170000000000001,0.6809999999999999
K01727.01,CONFIRMED,Kepler-943 b,49.7700907,3529.2,455.0,1,5.12,5774.0,4.567,-0.3,0.818,0.907
K02858.01,FALSE POSITIVE,,0.47462889,331.3,1840.0,1,1.43,4904.0,4.527,0.06,0.7859999999999999,0.758
K00169.01,FALSE POSITIVE,,11.70219638,639.7,719.0,1,16.15,5758.0,4.596,-0.52,0.762,0.848
K06671.01,FALSE POSITIVE,,11.702203927000001,28998.7,1240.0,1,57.95,6148.0,3.793,-0.76,2.133,1.03
K04496.01,CANDIDATE,,96.38448299999999,591.0,400.0,1,2.41,5919.0,4.485,0.21,1.0,1.114
K02839.01,CONFIRMED,Kepler-1366 b,2.164570593,525.1,783.0,1,1.27,3941.0,4.713,-0.04,0.5539999999999999,0.578
K04216.01,CANDIDATE,,0.492291661,1107.6,1788.0,1,3.42,4971.0,4.566,-0.3,0.718,0.693
K06672.01,CANDIDATE,,2.28494301,161.8,1180.0,1,1.0,5396.0,4.571000000000001,-0.16,0.789,0.845
K07768.01,FALSE POSITIVE,,0.789171236,73.4,1527.0,1,0.69,4776.0,4.516,0.34,0.8109999999999999,0.7879999999999999
K07769.01,FALSE POSITIVE,,3.652810043,119.4,1015.0,1,0.89,5213.0,4.489,-0.1,0.831,0.777
K00847.01,CONFIRMED,Kepler-700 b,80.87234690000001,3604.6,452.0,1,7.59,5510.0,4.2219999999999995,0.16,1.238,0.932
K06024.01,FALSE POSITIVE,,6.807284200000001,14578.0,1156.0,1,31.15,5182.0,3.935,0.24,1.824,1.043
K08262.01,FALSE POSITIVE,,370.94353,1071.3,228.0,1,27.77,5755.0,4.588,-0.46,0.7759999999999999,0.85
K00285.01,CONFIRMED,Kepler-92 b,13.74883059,425.9,975.0,3,3.63,5862.0,4.05,0.16,1.67,1.1420000000000001
K00285.02,CONFIRMED,Kepler-92 c,26.723169,195.0,781.0,3,2.31,5862.0,4.05,0.16,1.67,1.1420000000000001
K00285.03,CONFIRMED,Kepler-92 d,49.3567907,130.2,637.0,3,1.91,5862.0,4.05,0.16,1.67,1.1420000000000001
K06144.01,FALSE POSITIVE,,9.751720173999999,332900.0,1356.0,1,182.09,5147.0,3.424,-0.54,3.145,0.9570000000000001
K02829.01,CANDIDATE,,10.61345333,150.2,987.0,1,1.77,5865.0,4.163,0.0,1.3880000000000001,1.023
K04463.01,CANDIDATE,,36.7614011,160.9,475.0,1,1.52,5305.0,4.504,-0.16,0.823,0.789
K02636.01,CANDIDATE,,3.88148385,36.3,1156.0,2,0.59,5854.0,4.468999999999999,0.06,0.9790000000000001,1.03
K07770.01,FALSE POSITIVE,,3.54828691,70.9,1795.0,1,1.69,6573.0,4.01,0.08,1.9869999999999999,1.475
K01687.01,CONFIRMED,Kepler-928 b,3.93246069,455.5,894.0,1,1.65,4841.0,4.533,0.1,0.779,0.7559999999999999
K02398.01,CANDIDATE,,1.1690105259999999,165.9,3766.0,1,91.91,5944.0,3.25,0.36,5.847,2.214
K02211.01,FALSE POSITIVE,,0.805259637,341.8,2115.0,1,1.93,6257.0,4.454,-0.18,1.022,1.079
K07771.01,FALSE POSITIVE,,0.805267592,146.6,2165.0,1,1.35,6268.0,4.428999999999999,0.07,1.1,1.188
K02350.01,CONFIRMED,Kepler-1205 b,1.078389713,300.5,1667.0,1,1.98,5325.0,4.3839999999999995,0.14,0.985,0.857
K03694.01,FALSE POSITIVE,,3.7235529819999997,40143.0,1176.0,1,18.83,6063.0,4.51,-0.42,0.89,0.934
K00451.01,FALSE POSITIVE,,3.723560726,540.0,1401.0,1,3.46,6535.0,4.373,-0.1,1.181,1.202
K03397.01,CANDIDATE,,35.8754482,366.7,668.0,1,2.35,6559.0,4.357,-0.04,1.218,1.235
K05249.01,CANDIDATE,,19.4534296,149.0,744.0,1,1.25,6372.0,4.453,-0.32,1.015,1.0659999999999998
K01882.01,CONFIRMED,Kepler-996 b,3.770590654,314.4,1272.0,1,2.13,5714.0,4.274,0.14,1.208,0.9990000000000001
K05250.01,FALSE POSITIVE,,3.72273683,37.8,1104.0,1,0.52,5898.0,4.567,-0.4,0.8190000000000001,0.904
K05251.01,FALSE POSITIVE,,3.7229368999999997,65.2,591.0,1,0.46,3724.0,4.7669999999999995,-0.1,0.48,0.49200000000000005
K06673.01,FALSE POSITIVE,,3.722775537,107594.0,1731.0,1,90.36,5425.0,3.678,-0.38,2.592,1.166
K01037.01,FALSE POSITIVE,,3.7228551,2969.2,1118.0,1,5.67,5873.0,4.547,-0.22,0.863,0.9540000000000001
K07772.01,FALSE POSITIVE,,3.7228679,52.1,1182.0,1,0.74,6046.0,4.5089999999999995,-0.2,0.927,1.011
K01967.01,CONFIRMED,Kepler-1029 b,4.417692516000001,279.2,790.0,1,1.57,4766.0,4.645,-0.24,0.664,0.723
K02252.01,CONFIRMED,Kepler-1158 b,13.53953595,134.2,1079.0,1,2.32,6109.0,3.985,0.2,1.9969999999999999,1.406
K05252.01,FALSE POSITIVE,,1.80455062,39.7,1577.0,1,0.65,6006.0,4.41,-0.2,1.0190000000000001,0.975
K03240.01,FALSE POSITIVE,,1.245331397,38.1,2678.0,1,1.61,6106.0,3.781,-0.06,2.477,1.3519999999999999
K06674.01,FALSE POSITIVE,,1.245342215,234086.0,2341.0,1,90.34,6967.0,4.25,0.02,1.476,1.4140000000000001
K06675.01,FALSE POSITIVE,,0.6047554620000001,334.5,1598.0,1,1.29,4842.0,4.6160000000000005,0.12,0.726,0.815
K06025.01,FALSE POSITIVE,,2.136577151,79078.0,1311.0,1,43.89,5457.0,4.442,-0.12,0.905,0.8270000000000001
K01750.01,CONFIRMED,Kepler-948 b,7.76845639,217.8,841.0,2,1.35,5447.0,4.481,0.16,0.917,0.9279999999999999
K01750.02,CANDIDATE,,2.53742164,104.5,1220.0,2,0.93,5447.0,4.481,0.16,0.917,0.9279999999999999
K02196.01,FALSE POSITIVE,,1.205412526,109.2,1988.0,1,12.6,6292.0,4.32,-0.46,1.122,0.9590000000000001
K02638.01,CANDIDATE,,2.524017517,303.0,1203.0,1,1.5,5420.0,4.487,-0.06,0.871,0.8490000000000001
K04793.01,CANDIDATE,,5.2736268,86.1,1014.0,1,0.89,5851.0,4.515,-0.04,0.9179999999999999,1.0070000000000001
K06677.01,FALSE POSITIVE,,8.144135648,87880.8,1491.0,1,56.52,7605.0,4.123,0.04,1.8619999999999999,1.6769999999999998
K06145.01,CONFIRMED,Kepler-1641 b,19.672324,649.9,908.0,3,4.07,6486.0,4.136,-0.34,1.485,1.0979999999999999
K06145.02,CONFIRMED,Kepler-1641 c,32.657035,620.4,767.0,3,3.73,6486.0,4.136,-0.34,1.485,1.0979999999999999
K06145.03,CANDIDATE,,7.3138454,247.7,1263.0,3,2.73,6486.0,4.136,-0.34,1.485,1.0979999999999999
K03896.01,FALSE POSITIVE,,3.89043062,195.4,1106.0,1,1.24,5646.0,4.449,-0.3,0.8959999999999999,0.825
K04274.01,CANDIDATE,,1.97507424,130.5,1477.0,1,1.08,6065.0,4.495,-0.18,0.9470000000000001,1.022
K02019.01,CONFIRMED,Kepler-1057 b,14.08826442,889.4,724.0,1,2.66,5853.0,4.529,-0.1,0.895,0.99
K04068.01,CONFIRMED,Kepler-1546 b,19.597317,1014.1,671.0,1,3.78,5569.0,4.368,-0.02,1.0190000000000001,0.883
K03650.01,FALSE POSITIVE,,2.401751509,25044.0,888.0,1,268.75,4577.0,4.688,-0.9,0.557,0.552
K06678.01,FALSE POSITIVE,,4.200206781,82364.4,1737.0,1,105.07,6873.0,4.051,0.04,1.923,1.518
K08119.01,FALSE POSITIVE,,443.66,360.7,331.0,1,33.2,6743.0,4.144,-0.68,1.433,1.043
K06679.01,FALSE POSITIVE,,6.091954982000001,36700.0,1036.0,1,26.96,6063.0,4.4239999999999995,-0.78,0.9129999999999999,0.8059999999999999
K07773.01,CANDIDATE,,2.69339974,147.5,1151.0,1,1.04,5355.0,4.511,0.07,0.863,0.88
K03552.01,FALSE POSITIVE,,15.873380595,208362.0,962.0,1,630.53,5622.0,3.907,-0.12,1.895,1.056
K03291.01,FALSE POSITIVE,,15.8733803,4094.1,830.0,1,8.15,6161.0,4.276,-1.0,1.054,0.763
K02725.01,FALSE POSITIVE,,0.587470828,193.8,3434.0,1,51.02,5787.0,3.678,-0.42,2.667,1.236
K01624.01,FALSE POSITIVE,,2.99540439,223.2,2195.0,1,65.37,6106.0,3.633,-0.12,3.09,1.495
K03609.01,FALSE POSITIVE,,2.9953573589999998,172404.0,1791.0,1,112.12,5949.0,3.892,-0.32,1.94,1.07
K03049.01,CONFIRMED,Kepler-1418 b,22.4765952,481.4,419.0,1,1.21,4563.0,4.704,-0.7,0.5670000000000001,0.5920000000000001
K04715.01,CANDIDATE,,53.285584,158.6,537.0,1,1.44,6015.0,4.297,-0.68,1.057,0.8059999999999999
K03436.01,CONFIRMED,Kepler-1499 b,44.2018402,235.6,409.0,1,1.14,5002.0,4.543,-0.18,0.753,0.723
K02753.01,CONFIRMED,Kepler-1338 b,0.9351158629999999,64.8,2124.0,1,1.05,5874.0,4.252,0.16,1.297,1.0959999999999999
K06680.01,CANDIDATE,,5.52507406,61.5,1028.0,1,0.8,5600.0,4.378,0.1,1.037,0.9359999999999999
K00508.01,CONFIRMED,Kepler-170 b,7.930583519,826.1,899.0,2,3.05,5674.0,4.446000000000001,0.48,1.032,1.0859999999999999
K00508.02,CONFIRMED,Kepler-170 c,16.6658994,754.2,702.0,2,2.85,5674.0,4.446000000000001,0.48,1.032,1.0859999999999999
K00848.01,FALSE POSITIVE,,3.166465862,4357.2,954.0,1,26.82,4968.0,4.575,-0.36,0.7040000000000001,0.68
K00660.01,CONFIRMED,Kepler-638 b,6.07972016,290.8,1111.0,1,2.32,5460.0,4.138999999999999,0.08,1.3459999999999999,0.9109999999999999
K01613.01,CONFIRMED,Kepler-907 b,15.86624787,77.3,879.0,3,1.31,6099.0,4.1930000000000005,-0.3,1.308,0.9740000000000001
K01613.02,CANDIDATE,,94.094392,46.6,486.0,3,0.9,6099.0,4.1930000000000005,-0.3,1.308,0.9740000000000001
K01613.03,CANDIDATE,,20.605501,37.1,806.0,3,0.85,6099.0,4.1930000000000005,-0.3,1.308,0.9740000000000001
K06026.01,FALSE POSITIVE,,2.638432816,48488.0,1933.0,1,49.77,6502.0,3.991,-0.5,1.7530000000000001,1.0979999999999999
K02608.01,CONFIRMED,Kepler-1288 b,2.7612237,66.8,2017.0,1,1.84,6381.0,3.897,-0.08,2.2319999999999998,1.436
K01129.01,CONFIRMED,Kepler-776 b,4.89721006,274.4,904.0,1,1.48,5093.0,4.4830000000000005,0.08,0.847,0.794
K00849.01,CONFIRMED,Kepler-701 b,10.35533116,750.6,777.0,1,2.47,5501.0,4.462,0.02,0.9179999999999999,0.8909999999999999
K04477.01,CANDIDATE,,5.30179786,197.2,973.0,2,1.22,5749.0,4.547,-0.1,0.8640000000000001,0.961
K04477.02,CANDIDATE,,9.32867952,354.4,806.0,2,1.62,5749.0,4.547,-0.1,0.8640000000000001,0.961
K04095.01,FALSE POSITIVE,,1.10601182,52.9,1903.0,1,0.77,6241.0,4.45,-0.14,1.031,1.088
K07774.01,CANDIDATE,,6.32589574,192.5,901.0,1,1.14,5749.0,4.5680000000000005,-0.28,0.818,0.907
K05255.01,FALSE POSITIVE,,3.66115536,34.3,1466.0,1,0.81,6356.0,4.2410000000000005,-0.18,1.308,1.085
K07775.01,CANDIDATE,,89.94582800000002,335.6,509.0,1,3.46,5115.0,3.819,-0.24,1.9240000000000002,0.8909999999999999
K03158.01,CONFIRMED,Kepler-444 b,3.60011712,50.2,938.0,5,0.5,5051.0,4.562,-0.36,0.721,0.6920000000000001
K03158.02,CONFIRMED,Kepler-444 c,4.54586982,76.5,868.0,5,0.65,5051.0,4.562,-0.36,0.721,0.6920000000000001
K03158.03,CONFIRMED,Kepler-444 d,6.18943952,83.2,783.0,5,0.65,5051.0,4.562,-0.36,0.721,0.6920000000000001
K03158.04,CONFIRMED,Kepler-444 e,7.74347801,77.8,727.0,5,0.62,5051.0,4.562,-0.36,0.721,0.6920000000000001
K03158.05,CONFIRMED,Kepler-444 f,9.74048508,121.4,673.0,5,0.95,5051.0,4.562,-0.36,0.721,0.6920000000000001
K01812.01,FALSE POSITIVE,,0.805259257,1384.3,2723.0,1,63.55,5872.0,3.926,0.2,2.022,1.256
K06682.01,FALSE POSITIVE,,0.76647343,199901.0,1628.0,1,42.33,5297.0,4.593999999999999,-0.42,0.722,0.746
K06683.01,FALSE POSITIVE,,5.243978299999999,93.5,1068.0,1,1.03,6029.0,4.481,-0.14,0.956,1.005
K06684.01,FALSE POSITIVE,,5.2436639000000005,93.5,1059.0,1,0.88,6212.0,4.537,-0.6,0.862,0.932
K06685.01,FALSE POSITIVE,,5.2438269,128.6,743.0,1,0.76,4634.0,4.5969999999999995,-0.12,0.6890000000000001,0.685
K03803.01,FALSE POSITIVE,,14.541747099999998,1088.6,1494.0,1,163.25,5032.0,3.042,-0.34,5.922000000000001,1.41
K03501.01,FALSE POSITIVE,,14.541781166,143645.0,834.0,1,2722.92,5997.0,4.303999999999999,-0.2,1.148,0.968
K08120.01,FALSE POSITIVE,,366.28999,2568.0,666.0,1,68.39,5083.0,2.708,0.07,12.868,3.083
K02221.01,CONFIRMED,Kepler-1147 b,10.62788695,326.7,872.0,1,1.87,6082.0,4.445,-0.08,1.014,1.041
K00307.01,CONFIRMED,Kepler-520 b,19.67409703,204.9,711.0,2,1.78,6023.0,4.423,-0.08,1.031,1.0270000000000001
K00307.02,CONFIRMED,Kepler-520 c,5.21104597,102.7,1107.0,2,1.18,6023.0,4.423,-0.08,1.031,1.0270000000000001
K04319.01,FALSE POSITIVE,,160.4122022,2538.0,270.0,1,4.45,5269.0,4.62,-0.28,0.727,0.812
K00415.01,CANDIDATE,,166.7876551,4764.2,334.0,1,7.03,5663.0,4.377,0.0,1.031,0.9229999999999999
K05260.01,FALSE POSITIVE,,1.55935718,49.7,2389.0,1,1.39,6475.0,3.9210000000000003,-0.58,1.9,1.097
K03869.01,FALSE POSITIVE,,6.12810722,2336.0,1513.0,1,39.52,7245.0,4.158,-0.14,1.6669999999999998,1.46
K04302.01,CANDIDATE,,5.53312006,53.1,1303.0,1,1.05,6170.0,4.15,-0.22,1.425,1.047
K00452.01,CONFIRMED,Kepler-557 b,3.705991661,501.4,1281.0,1,2.43,6187.0,4.409,-0.26,1.034,0.997
K00850.01,CONFIRMED,Kepler-702 b,10.526294577,9768.0,713.0,1,8.24,5386.0,4.553,-0.2,0.7929999999999999,0.82
K00308.01,CANDIDATE,,35.5969684,684.5,646.0,1,3.72,6212.0,4.309,-0.04,1.209,1.082
K01125.01,FALSE POSITIVE,,7.8148392310000006,2010.3,903.0,1,5.33,5887.0,4.499,-0.08,0.9309999999999999,0.998
K06686.01,FALSE POSITIVE,,1.25338826,44.7,1651.0,1,0.64,5869.0,4.513,0.07,0.9420000000000001,1.054
K02852.01,CONFIRMED,Kepler-1368 b,0.6756504040000001,200.7,2085.0,1,1.36,5966.0,4.493,-0.02,0.961,1.0490000000000002
K00212.01,CANDIDATE,,5.69590202,4921.1,1043.0,1,6.61,6106.0,4.497,-0.24,0.94,1.013
K06027.01,FALSE POSITIVE,,11.991000357,375940.0,897.0,1,78.78,5988.0,4.271,-0.46,1.13,0.8690000000000001
K01124.01,FALSE POSITIVE,,11.99097576,2124.3,880.0,1,37.47,6110.0,4.352,-0.36,1.072,0.9440000000000001
K00219.01,CONFIRMED,Kepler-494 b,8.025118521,3120.4,1093.0,1,7.79,6002.0,4.196000000000001,0.0,1.369,1.073
